090713-054501,9.20,80.90
090713-054602,9.20,81.10
090713-054702,9.20,81.20
090713-054801,9.20,81.20
090713-054902,9.20,81.30
090713-055002,9.20,80.80
090713-055101,9.20,80.80
090713-055202,9.20,80.50
090713-055302,9.10,80.60
090713-055401,9.10,80.80
090713-055501,9.00,80.80
090713-055602,9.00,80.60
090713-055701,9.00,80.50
090713-055801,9.00,80.50
090713-055902,9.00,80.40
090713-060002,9.00,80.20
090713-060101,9.00,80.00
090713-060202,9.10,80.00
090713-060302,9.10,79.90
090713-060401,9.10,79.90
090713-060502,9.10,80.40
090713-060602,9.00,80.40
090713-060701,9.00,80.30
090713-060802,9.00,80.30
090713-060902,9.10,80.60
090713-061001,9.10,80.60
090713-061102,9.10,80.50
090713-061202,9.10,80.40
090713-061301,9.10,80.30
090713-061401,9.20,80.10
090713-061502,9.20,80.10
090713-061602,9.20,79.90
090713-061701,9.20,79.80
090713-061802,9.10,79.90
090713-061902,9.00,80.10
090713-062001,9.00,80.20
090713-062102,9.00,80.20
090713-062202,8.90,80.40
090713-062301,8.90,81.00
090713-062402,8.90,81.30
090713-062502,8.80,81.10
090713-062601,8.80,81.40
090713-062702,8.80,81.30
090713-062802,8.80,81.20
090713-062901,8.80,81.00
090713-063002,8.80,81.00
090713-063102,8.80,81.00
090713-063201,8.80,81.00
090713-063302,8.80,80.90
090713-063402,8.80,81.10
090713-063501,8.80,80.80
090713-063601,8.80,81.00
090713-063702,8.70,81.40
090713-063802,8.60,81.40
090713-063901,8.60,81.50
090713-064002,8.60,81.50
090713-064102,8.60,81.50
090713-064201,8.60,81.40
090713-064302,8.60,81.30
090713-064402,8.70,81.40
090713-064501,8.70,81.30
090713-064602,8.70,81.40
090713-064702,8.80,81.20
090713-064801,8.80,81.20
090713-064902,8.80,81.20
090713-065002,8.80,81.00
090713-065101,8.80,81.10
090713-065202,8.80,81.30
090713-065302,8.80,80.90
090713-065401,8.80,80.70
090713-065501,8.70,80.80
090713-065602,8.70,80.90
090713-065701,8.60,81.00
090713-065801,8.60,81.20
090713-065902,8.60,80.90
090713-070002,8.60,81.40
090713-070101,8.70,81.30
090713-070202,8.70,81.30
090713-070302,8.80,81.00
090713-070401,8.80,80.70
090713-070502,8.90,80.20
090713-070602,8.90,79.80
090713-070701,8.90,79.60
090713-070802,8.90,80.40
090713-070902,9.00,80.30
090713-071001,9.00,80.60
090713-071102,9.00,81.00
090713-071202,9.00,80.80
090713-071301,9.10,80.80
090713-071402,9.20,80.50
090713-071502,9.20,80.60
090713-071601,9.30,80.70
090713-071701,9.30,81.10
090713-071802,9.40,81.20
090713-071901,9.50,81.10
090713-072001,9.60,81.40
090713-072102,9.70,80.30
090713-072202,9.70,79.40
090713-072301,9.70,79.20
090713-072402,9.80,79.00
090713-072502,9.80,78.70
090713-072601,9.80,78.30
090713-072702,9.90,79.20
090713-072802,10.00,78.10
090713-072901,10.00,78.70
090713-073002,10.10,79.00
090713-073102,10.10,78.60
090713-073201,10.20,78.50
090713-073302,10.20,78.50
090713-073402,10.30,78.60
090713-073501,10.30,78.90
090713-073601,10.40,79.10
090713-073702,10.40,79.20
090713-073801,10.50,79.60
090713-073901,10.60,79.40
090713-074002,10.60,78.90
090713-074102,10.60,78.30
090713-074201,10.70,78.20
090713-074302,10.70,77.90
090713-074402,10.80,77.40
090713-074501,10.80,77.10
090713-074602,10.80,77.00
090713-074702,10.90,77.30
090713-074801,10.80,76.90
090713-074902,10.80,76.30
090713-075002,10.90,75.80
090713-075101,10.90,75.50
090713-075202,10.90,75.00
090713-075302,10.90,75.10
090713-075401,11.00,75.00
090713-075502,11.10,74.90
090713-075602,11.10,74.60
090713-075701,11.20,74.00
090713-075802,11.20,74.30
090713-075902,11.30,75.00
090713-080001,11.30,75.00
090713-080101,11.40,74.20
090713-080202,11.40,74.10
090713-080302,11.50,74.60
090713-080401,11.60,74.50
090713-080502,11.60,73.80
090713-080602,11.60,73.60
090713-080701,11.70,73.50
090713-080802,11.80,73.40
090713-080902,11.90,74.20
090713-081001,11.90,73.10
090713-081102,11.90,74.10
090713-081202,11.90,75.00
090713-081301,12.00,75.00
090713-081402,12.00,75.00
090713-081502,12.00,75.10
090713-081602,12.00,73.30
090713-081701,12.00,73.10
090713-081802,12.00,72.40
090713-081902,12.10,73.10
090713-082001,12.20,72.80
090713-082102,12.20,72.40
090713-082202,12.30,71.60
090713-082301,12.30,71.50
090713-082402,12.40,72.00
090713-082502,12.40,70.50
090713-082601,12.30,71.00
090713-082702,12.40,71.00
090713-082802,12.40,71.90
090713-082901,12.50,72.60
090713-083001,12.50,72.30
090713-083102,12.50,73.00
090713-083201,12.60,72.20
090713-083301,12.60,72.10
090713-083402,12.60,71.90
090713-083502,12.60,71.50
090713-083601,12.60,71.50
090713-083702,12.60,72.00
090713-083802,12.60,71.70
090713-083901,12.60,71.30
090713-084002,12.70,72.00
090713-084102,12.80,71.90
090713-084201,12.80,72.40
090713-084302,12.90,74.20
090713-084402,12.80,73.40
090713-084501,12.80,71.80
090713-084602,12.80,70.50
090713-084702,12.90,70.60
090713-084801,12.90,70.30
090713-084901,12.90,69.60
090713-085002,13.00,70.20
090713-085102,13.00,69.30
090713-085201,13.00,69.70
090713-085302,13.00,70.30
090713-085402,13.10,70.30
090713-085501,13.10,70.60
090713-085602,13.20,70.10
090713-085702,13.20,70.30
090713-085801,13.20,70.10
090713-085902,13.30,70.70
090713-090002,13.40,70.90
090713-090101,13.40,70.90
090713-090202,13.40,69.00
090713-090302,13.50,67.90
090713-090401,13.50,67.10
090713-090501,13.50,67.40
090713-090602,13.70,67.90
090713-090701,13.80,67.90
090713-090802,13.90,66.40
090713-090902,14.00,67.10
090713-091001,14.10,66.00
090713-091102,14.10,66.70
090713-091202,14.20,65.10
090713-091301,14.30,64.70
090713-091402,14.30,64.50
090713-091501,14.40,64.30
090713-091601,14.40,63.90
090713-091702,14.50,63.80
090713-091801,14.50,64.30
090713-091902,14.60,62.90
090713-092002,14.80,62.50
090713-092101,14.90,62.30
090713-092202,14.90,60.50
090713-092302,14.90,60.80
090713-092401,15.00,59.10
090713-092502,15.10,58.70
090713-092601,15.10,58.80
090713-092701,15.20,59.70
090713-092802,15.20,59.60
090713-092901,15.40,60.40
090713-093002,15.40,60.40
090713-093102,15.40,60.50
090713-093201,15.40,61.70
090713-093302,15.50,61.10
090713-093402,15.50,60.50
090713-093501,15.60,59.70
090713-093602,15.60,59.40
090713-093701,15.70,60.10
090713-093801,15.70,60.00
090713-093902,15.70,59.00
090713-094001,15.80,58.90
090713-094102,15.80,58.80
090713-094202,15.90,59.60
090713-094301,15.80,58.70
090713-094402,15.90,58.50
090713-094502,15.90,56.80
090713-094601,15.90,57.70
090713-094702,15.90,58.30
090713-094802,15.90,58.60
090713-094901,15.90,58.50
090713-095002,15.80,58.00
090713-095101,15.80,57.30
090713-095202,15.70,57.50
090713-095302,15.70,59.00
090713-095401,15.70,59.80
090713-095502,15.70,58.70
090713-095602,15.70,58.80
090713-095701,15.60,59.60
090713-095802,15.60,59.10
090713-095901,15.60,58.80
090713-100001,15.60,59.40
090713-100102,15.60,59.30
090713-100201,15.50,57.90
090713-100301,15.60,56.60
090713-100402,15.60,57.10
090713-100502,15.60,57.30
090713-100601,15.60,56.90
090713-100702,15.60,57.00
090713-100802,15.60,58.10
090713-100901,15.70,58.60
090713-101002,15.70,58.10
090713-101101,15.80,59.40
090713-101201,15.80,59.00
090713-101302,15.90,57.10
090713-101401,15.70,57.70
090713-101502,15.80,58.10
090713-101602,15.80,56.20
090713-101701,15.80,57.60
090713-101802,15.80,56.90
090713-101902,15.90,58.20
090713-102001,15.90,58.30
090713-102102,15.90,58.60
090713-102202,16.00,57.50
090713-102301,16.00,56.90
090713-102402,16.00,57.10
090713-102501,16.00,56.30
090713-102601,16.10,56.00
090713-102702,16.20,53.00
090713-102801,16.20,54.50
090713-102902,16.20,53.70
090713-103002,16.30,54.10
090713-103101,16.50,54.80
090713-103202,16.60,54.90
090713-103302,16.60,52.30
090713-103401,16.70,52.80
090713-103502,16.80,54.90
090713-103601,16.80,51.90
090713-103701,16.90,51.50
090713-103802,16.90,49.90
090713-103901,16.90,49.90
090713-104002,16.90,52.10
090713-104102,16.90,54.00
090713-104201,16.90,48.70
090713-104302,17.00,51.90
090713-104402,17.00,50.60
090713-104501,17.00,51.10
090713-104602,17.10,51.90
090713-104701,17.20,48.20
090713-104801,17.20,49.80
090713-104902,17.20,51.20
090713-105001,17.20,50.20
090713-105102,17.20,49.80
090713-105202,17.10,49.20
090713-105301,17.20,50.20
090713-105402,17.30,48.70
090713-105502,17.40,49.80
090713-105601,17.40,47.70
090713-105702,17.50,48.80
090713-105802,17.50,47.60
090713-105901,17.50,48.40
090713-110002,17.60,47.40
090713-110101,17.70,47.80
090713-110220,
090713-110301,17.70,48.90
090713-110402,17.80,48.80
090713-110502,17.90,49.00
090713-110601,18.00,49.80
090713-110702,18.00,48.60
090713-110802,18.00,50.30
090713-110901,18.00,49.60
090713-111002,18.10,49.60
090713-111101,18.10,51.70
090713-111202,18.30,55.30
090713-111302,18.40,50.00
090713-111401,18.50,47.70
090713-111502,18.60,49.90
090713-111602,18.60,48.60
090713-111701,18.60,47.90
090713-111802,18.60,47.60
090713-111902,18.70,47.90
090713-112001,18.70,46.10
090713-112102,18.80,46.90
090713-112202,18.90,46.70
090713-112301,19.00,49.50
090713-112402,19.10,48.00
090713-112501,19.20,46.50
090713-112601,19.30,44.30
090713-112702,19.30,45.50
090713-112801,19.20,46.00
090713-112902,19.40,47.30
090713-113002,19.40,47.20
090713-113101,19.30,43.90
090713-113202,19.40,42.40
090713-113302,19.40,42.70
090713-113401,19.40,41.70
090713-113502,19.50,42.20
090713-113602,19.50,44.60
090713-113701,19.40,46.20
090713-113802,19.20,45.50
090713-113901,19.20,45.20
090713-114001,19.20,45.90
090713-114102,19.10,46.80
090713-114201,19.10,46.60
090713-114302,19.20,48.00
090713-114402,19.30,48.30
090713-114501,19.40,46.90
090713-114602,19.40,47.40
090713-114702,19.40,49.00
090713-114801,19.30,48.90
090713-114902,19.30,46.20
090713-115002,19.40,45.40
090713-115101,19.40,47.00
090713-115202,19.50,48.60
090713-115301,19.50,49.30
090713-115402,19.50,49.20
090713-115502,19.50,47.00
090713-115601,19.40,49.10
090713-115702,19.20,46.90
090713-115802,19.10,48.40
090713-115902,19.20,47.60
090713-120001,19.10,48.50
090713-120102,19.20,48.60
090713-120202,19.20,48.60
090713-120301,19.30,48.80
090713-120402,19.30,48.20
090713-120501,19.30,48.30
090713-120601,19.40,49.20
090713-120702,19.50,49.80
090713-120801,19.60,49.40
090713-120902,19.70,49.60
090713-121002,19.80,49.70
090713-121101,19.80,47.10
090713-121202,19.70,48.10
090713-121302,19.60,47.80
090713-121401,19.50,47.70
090713-121501,
090713-121601,
090713-121701,
090713-121801,
090713-121901,19.40,47.90
090713-122001,
090713-122201,
090713-122302,19.50,47.80
090713-122402,18.80,53.50
090713-122501,18.90,52.40
090713-122602,18.90,53.20
090713-122702,19.20,52.60
090713-122801,19.20,52.60
090713-122902,19.20,52.80
090713-123002,19.10,51.30
090713-123101,19.20,51.70
090713-123202,18.90,52.20
090713-123302,18.70,53.20
090713-123401,18.70,54.60
090713-123502,19.00,53.30
090713-123602,19.10,52.80
090713-123701,19.30,53.80
090713-123802,19.40,52.50
090713-123902,18.90,51.70
090713-124001,18.80,52.80
090713-124102,19.10,52.80
090713-124202,18.80,51.70
090713-124301,18.90,52.20
090713-124402,18.90,52.50
